date,pnl,portfolio_value,transaction_cost,cash
2020-02-19 00:00:00-05:00,-26.69131375691298,978813.7183197967,26.69131375691298,-26.691313756862655
2020-02-20 00:00:00-05:00,-12.09984727640292,978801.6184725204,12.09984727640292,-12.099847276345827
2020-02-21 00:00:00-05:00,-37.62917755610192,978763.9892949642,37.62917755621834,-37.629177556256764
2020-02-24 00:00:00-05:00,-83.77958146394177,978680.2097135003,83.77958146394177,-83.77958146389574
2020-02-25 00:00:00-05:00,-33.85283014933479,978646.356883351,33.85283014933479,-33.85283014934976
2020-02-26 00:00:00-05:00,-10.925891021660131,978635.4309923294,10.925891021776547,-10.925891021732241
2020-02-27 00:00:00-05:00,-102.85055104964061,978532.5804412797,102.85055104975703,-102.85055104980711
2020-02-28 00:00:00-05:00,-40.180364360128834,978492.4000769196,40.18036436001242,-40.180364359985106
2020-03-02 00:00:00-05:00,-91.48077723658353,978400.919299683,91.48077723658353,-91.480777236633
2020-03-03 00:00:00-05:00,-62.06437910450654,978338.8549205784,62.06437910462296,-62.06437910464592
2020-03-04 00:00:00-05:00,-70.05895365730737,978268.7959669211,70.05895365730737,-70.05895365728065
2020-03-05 00:00:00-05:00,-50.34340400204847,978218.4525629191,50.34340400204847,-50.343404002022
2020-03-06 00:00:00-05:00,-23.33368952552549,978195.1188733936,23.33368952552549,-23.333689525490627
2020-03-09 00:00:00-04:00,-142.5779047566699,978052.540968637,142.5779047566699,-142.5779047566466
2020-03-10 00:00:00-04:00,-114.58804247197001,977937.952926165,114.58804247197001,-114.58804247202352
2020-03-11 00:00:00-04:00,-73.13108926601308,977864.8218368989,73.13108926601308,-73.13108926604036
2020-03-12 00:00:00-04:00,-254.41696012566024,977610.4048767732,254.41696012566024,-254.41696012567263
2020-03-13 00:00:00-04:00,-333.49726539041956,977276.9076113828,333.49726539041956,-333.4972653904697
2020-03-16 00:00:00-04:00,-502.2412396693703,976774.6663717134,502.2412396693703,-502.2412396693835
2020-03-17 00:00:00-04:00,-127.5306204585332,976647.1357512549,127.5306204585332,-127.53062045853585
2020-03-18 00:00:00-04:00,-52.6434595482709,976594.4922917066,52.64345954838731,-52.643459548358805
2020-03-19 00:00:00-04:00,-37.39926773155422,976557.093023975,37.39926773167063,-37.39926773170009
2020-03-20 00:00:00-04:00,-59.601024196268426,976497.4919997788,59.601024196268426,-59.601024196250364
2020-03-23 00:00:00-04:00,-19.691045189985626,976477.8009545888,19.69104519010204,-19.691045190091245
2020-03-24 00:00:00-04:00,-302.20468505843024,976175.5962695304,302.20468505854666,-302.20468505856115
2020-03-25 00:00:00-04:00,-18.091793441436128,976157.5044760889,18.091793441436128,-18.091793441446498
2020-03-26 00:00:00-04:00,-89.8418143941032,976067.6626616948,89.8418143941032,-89.84181439410895
2020-03-27 00:00:00-04:00,-53.2175521272181,976014.4451095676,53.217552127334514,-53.217552127316594
2020-03-30 00:00:00-04:00,-81.87353982723712,975932.5715697404,81.87353982723712,-81.87353982718196
2020-03-31 00:00:00-04:00,-7.982076239643321,975924.5894935008,7.982076239759737,-7.982076239772141
2020-04-01 00:00:00-04:00,-91.26199990615247,975833.3274935946,91.26199990615247,-91.26199990615714
2020-04-02 00:00:00-04:00,-28.847904556715456,975804.479589038,28.84790455683187,-28.847904556780122
2020-04-03 00:00:00-04:00,-28.959660193790924,975775.5199288442,28.959660193790924,-28.959660193766467
2020-04-06 00:00:00-04:00,-192.5793371672025,975582.940591677,192.57933716731893,-192.57933716732077
2020-04-07 00:00:00-04:00,-17.555211560814517,975565.3853801162,17.555211560930932,-17.555211560917087
2020-04-08 00:00:00-04:00,-28.331624213390853,975537.0537559028,28.331624213390853,-28.33162421337329
2020-04-09 00:00:00-04:00,-4.962839169590099,975532.0909167333,4.962839169706514,-4.962839169660583
2020-04-13 00:00:00-04:00,-11.4861420042131,975520.604774729,11.4861420042131,-11.486142004258
2020-04-14 00:00:00-04:00,-68.30068874620233,975452.3040859828,68.30068874620233,-68.30068874615245
2020-04-15 00:00:00-04:00,-7.392119493726561,975444.9119664892,7.392119493842976,-7.392119493801147
2020-04-16 00:00:00-04:00,-25.505727643574566,975419.4062388455,25.505727643574566,-25.505727643612772
2020-04-17 00:00:00-04:00,-12.286063716199719,975407.1201751294,12.286063716199719,-12.28606371616479
2020-04-20 00:00:00-04:00,-15.886217429236162,975391.2339577002,15.886217429236162,-15.886217429186217
2020-04-21 00:00:00-04:00,-65.90840169634492,975325.3255560038,65.90840169646134,-65.90840169647709
2020-04-22 00:00:00-04:00,-76.34185826900077,975248.9836977349,76.34185826911718,-76.34185826906469
2020-04-23 00:00:00-04:00,-8.861788198490357,975240.1219095364,8.861788198606773,-8.86178819858469
2020-04-24 00:00:00-04:00,-22.04286995627011,975218.0790395802,22.042869956386525,-22.042869956349023
2020-04-27 00:00:00-04:00,-9.827352424270366,975208.2516871559,9.827352424270366,-9.82735242426861
2020-04-28 00:00:00-04:00,-26.00271879758415,975182.2489683584,26.002718797700567,-26.00271879765205
2020-04-29 00:00:00-04:00,-93.12839606874893,975089.1205722897,93.12839606886534,-93.12839606881607
2020-04-30 00:00:00-04:00,-29.934755318248044,975059.1858169715,29.934755318248044,-29.934755318216048
2020-05-01 00:00:00-04:00,-24.632030920748775,975034.5537860508,24.63203092086519,-24.632030920824036
2020-05-04 00:00:00-04:00,-19.38876619706426,975015.1650198537,19.38876619706426,-19.38876619702205
2020-05-05 00:00:00-04:00,-11.92645368532196,975003.2385661685,11.92645368532196,-11.926453685271554
2020-05-06 00:00:00-04:00,-7.626418793205737,974995.6121473752,7.626418793322152,-7.626418793341145
2020-05-07 00:00:00-04:00,-14.266675907675664,974981.3454714676,14.266675907792079,-14.26667590776924
2020-05-08 00:00:00-04:00,-14.920109128938273,974966.4253623387,14.920109128938273,-14.920109128928743
2020-05-11 00:00:00-04:00,-16.737193573647524,974949.688168765,16.73719357376394,-16.73719357373193
2020-05-12 00:00:00-04:00,-22.6543446719449,974927.033824093,22.654344672061317,-22.654344672104344
2020-05-13 00:00:00-04:00,-15.048264250077938,974911.985559843,15.048264250077938,-15.048264250042848
2020-05-14 00:00:00-04:00,-12.417179092213651,974899.5683807508,12.417179092213651,-12.417179092182778
2020-05-15 00:00:00-04:00,-30.390209478717345,974869.1781712722,30.390209478717345,-30.390209478675388
2020-05-18 00:00:00-04:00,-18.19310231179829,974850.9850689603,18.19310231179829,-18.193102311808616
2020-05-19 00:00:00-04:00,-7.8472118920383735,974843.1378570683,7.847211892154789,-7.84721189213451
2020-05-20 00:00:00-04:00,-38.574798959406586,974804.5630581089,38.574798959406586,-38.57479895942379
2020-05-21 00:00:00-04:00,-9.376300046801244,974795.1867580621,9.376300046801244,-9.376300046802498
2020-05-22 00:00:00-04:00,-11.786523644069945,974783.400234418,11.78652364418636,-11.786523644230329
2020-05-26 00:00:00-04:00,-15.051372932463735,974768.3488614855,15.05137293258015,-15.051372932619415
2020-05-27 00:00:00-04:00,-8.280150286001248,974760.0687111994,8.280150286117664,-8.280150286154822
2020-05-28 00:00:00-04:00,-4.4474869602772635,974755.6212242391,4.447486960393679,-4.447486960445531
2020-05-29 00:00:00-04:00,-18.28275770863858,974737.3384665304,18.282757708522166,-18.28275770856999
2020-06-01 00:00:00-04:00,-11.644955342436148,974725.693511188,11.644955342436148,-11.644955342402682
2020-06-02 00:00:00-04:00,-4.412957173706425,974721.2805540144,4.41295717382284,-4.412957173772156
2020-06-03 00:00:00-04:00,-4.501322378300293,974716.7792316361,4.501322378300293,-4.501322378288023
2020-06-04 00:00:00-04:00,-10.800344350619884,974705.9788872855,10.8003443507363,-10.800344350747764
2020-06-05 00:00:00-04:00,-23.743423898551995,974682.2354633869,23.743423898551995,-23.743423898587935
2020-06-08 00:00:00-04:00,-5.612096754865867,974676.623366632,5.612096754865867,-5.612096754834056
2020-06-09 00:00:00-04:00,-24.401748045481874,974652.2216185866,24.40174804559829,-24.40174804558046
2020-06-10 00:00:00-04:00,-28.79343402656881,974623.42818456,28.793434026685226,-28.793434026651084
2020-06-11 00:00:00-04:00,-86.10567205029159,974537.3225125098,86.10567205029159,-86.10567205026746
2020-06-12 00:00:00-04:00,-11.028899731908608,974526.2936127778,11.028899732025023,-11.02889973204583
2020-06-15 00:00:00-04:00,-14.093755521319551,974512.1998572565,14.093755521435966,-14.093755521462299
2020-06-16 00:00:00-04:00,-20.250146269555877,974491.9497109869,20.250146269555877,-20.250146269565448
2020-06-17 00:00:00-04:00,-5.247348862426966,974486.7023621245,5.247348862426966,-5.247348862467334
2020-06-18 00:00:00-04:00,-4.822338049726948,974481.8800240747,4.822338049726948,-4.822338049765676
2020-06-19 00:00:00-04:00,-5.8446180266033,974476.0354060481,5.844618026719715,-5.844618026749231
2020-06-22 00:00:00-04:00,-23.94712838349275,974452.0882776646,23.947128383609165,-23.947128383559175
2020-06-23 00:00:00-04:00,-10.987594995765035,974441.1006826689,10.98759499588145,-10.9875949958805
2020-06-24 00:00:00-04:00,-26.572425479338385,974414.5282571896,26.572425479338385,-26.572425479302183
2020-06-25 00:00:00-04:00,-13.575885994126114,974400.9523711954,13.57588599424253,-13.575885994243436
2020-06-26 00:00:00-04:00,-77.87958245362543,974323.0727887418,77.87958245362543,-77.87958245363552
2020-06-29 00:00:00-04:00,-18.425130406828973,974304.6476583349,18.42513040694539,-18.425130406976677
2020-06-30 00:00:00-04:00,-25.874322034540295,974278.7733363004,25.87432203465671,-25.874322034651414
2020-07-01 00:00:00-04:00,-19.50155413141366,974259.271782169,19.501554131530074,-19.501554131507874
2020-07-02 00:00:00-04:00,-10.316349147618356,974248.9554330214,10.31634914773477,-10.316349147702567
2020-07-06 00:00:00-04:00,-28.014063140849043,974220.9413698806,28.014063140965458,-28.01406314095948
2020-07-07 00:00:00-04:00,-4.439861377261344,974216.5015085033,4.439861377261344,-4.439861377235502
2020-07-08 00:00:00-04:00,-23.048116933572917,974193.4533915698,23.048116933689332,-23.048116933670826
2020-07-09 00:00:00-04:00,-11.174257899252481,974182.2791336705,11.174257899252481,-11.174257899285294
2020-07-10 00:00:00-04:00,-3.965676215919771,974178.3134574546,3.965676215919771,-3.965676215942949
2020-07-13 00:00:00-04:00,-29.6278944805674,974148.685562974,29.627894480683814,-29.627894480712712
2020-07-14 00:00:00-04:00,-14.041945462035535,974134.643617512,14.04194546191912,-14.041945461882278
2020-07-15 00:00:00-04:00,-4.800102411584126,974129.8435151004,4.800102411700541,-4.800102411652915
2020-07-16 00:00:00-04:00,-8.562046253517602,974121.281468847,8.562046253517602,-8.562046253471635
2020-07-17 00:00:00-04:00,-3.031400392281986,974118.2500684547,3.0314003923984014,-3.0314003924140707
2020-07-20 00:00:00-04:00,-35.58305804641805,974082.6670104082,35.58305804641805,-35.58305804640986
2020-07-21 00:00:00-04:00,-12.269962037028014,974070.3970483713,12.26996203714443,-12.269962037098594
2020-07-22 00:00:00-04:00,-7.250261335014435,974063.1467870362,7.25026133513085,-7.250261335168034
2020-07-23 00:00:00-04:00,-49.92499497144397,974013.2217920647,49.92499497144397,-49.92499497148674
2020-07-24 00:00:00-04:00,-4.5846006716320495,974008.6371913931,4.5846006716320495,-4.584600671660155
2020-07-27 00:00:00-04:00,-17.497721069601276,973991.1394703235,17.497721069601276,-17.497721069608815
2020-07-28 00:00:00-04:00,-15.095414807496525,973976.0440555159,15.09541480761294,-15.09541480767075
2020-07-29 00:00:00-04:00,-16.463197272207402,973959.5808582437,16.463197272323818,-16.463197272270918
2020-07-30 00:00:00-04:00,-7.526072560674443,973952.054785683,7.526072560790858,-7.526072560809553
2020-07-31 00:00:00-04:00,-101.78562158750732,973850.2691640955,101.78562158762374,-101.78562158765271
2020-08-03 00:00:00-04:00,-37.577000427378955,973812.6921636681,37.577000427378955,-37.577000427409075
2020-08-04 00:00:00-04:00,-10.595855784355582,973802.0963078837,10.595855784355582,-10.595855784369633
2020-08-05 00:00:00-04:00,-2.6136623407938666,973799.482645543,2.6136623407938666,-2.61366234079469
2020-08-06 00:00:00-04:00,-41.5420515538689,973757.9405939891,41.54205155398532,-41.54205155395903
2020-08-07 00:00:00-04:00,-13.693231860215128,973744.2473621289,13.693231860331544,-13.693231860292144
2020-08-10 00:00:00-04:00,-11.91229123497244,973732.335070894,11.91229123497244,-11.912291234941222
2020-08-11 00:00:00-04:00,-27.596865635158913,973704.7382052589,27.59686563527533,-27.596865635248832
2020-08-12 00:00:00-04:00,-40.91092973907958,973663.8272755197,40.91092973919599,-40.91092973924242
2020-08-13 00:00:00-04:00,-5.849380309453379,973657.9778952103,5.849380309453379,-5.849380309460685
2020-08-14 00:00:00-04:00,-3.4733268497555927,973654.5045683605,3.473326849872008,-3.4733268498675898
2020-08-17 00:00:00-04:00,-28.825635712362814,973625.6789326482,28.825635712362814,-28.825635712360963
2020-08-18 00:00:00-04:00,-10.143891403955516,973615.5350412442,10.143891403955516,-10.143891403917223
2020-08-19 00:00:00-04:00,-4.183925910659673,973611.3511153336,4.183925910659673,-4.183925910620019
2020-08-20 00:00:00-04:00,-20.133301287161917,973591.2178140464,20.133301287161917,-20.13330128719099
2020-08-21 00:00:00-04:00,-33.23827681891223,973557.9795372275,33.23827681902865,-33.23827681900002
2020-08-24 00:00:00-04:00,-7.324371579984452,973550.6551656475,7.324371580100867,-7.32437158015091
2020-08-25 00:00:00-04:00,-15.87360955871925,973534.7815560888,15.873609558835666,-15.873609558795579
2020-08-26 00:00:00-04:00,-49.80166316460887,973484.9798929242,49.80166316460887,-49.801663164631464
2020-08-27 00:00:00-04:00,-20.91731721035743,973464.0625757138,20.917317210473847,-20.917317210463807
2020-08-28 00:00:00-04:00,-15.369258493424004,973448.6933172204,15.36925849354042,-15.36925849353429
2020-08-31 00:00:00-04:00,-16.482979338074845,973432.2103378824,16.482979338074845,-16.482979338034056
2020-09-01 00:00:00-04:00,-25.97045856042594,973406.239879322,25.97045856042594,-25.970458560390398
2020-09-02 00:00:00-04:00,-35.1003464488879,973371.1395328732,35.10034644900431,-35.100346448947676
2020-09-03 00:00:00-04:00,-130.73019375547568,973240.4093391177,130.73019375547568,-130.730193755473
2020-09-04 00:00:00-04:00,-24.606504026855866,973215.8028350909,24.60650402697228,-24.60650402691681
2020-09-08 00:00:00-04:00,-86.26275140291693,973129.540083688,86.26275140303335,-86.26275140303187
2020-09-09 00:00:00-04:00,-55.3035665284214,973074.2365171596,55.3035665284214,-55.30356652836781
2020-09-10 00:00:00-04:00,-30.292366204324527,973043.9441509553,30.292366204440942,-30.292366204434074
2020-09-11 00:00:00-04:00,-7.589386976776961,973036.3547639785,7.589386976893376,-7.589386976906098
2020-09-14 00:00:00-04:00,-30.29064427913037,973006.0641196994,30.290644279246784,-30.290644279215485
2020-09-15 00:00:00-04:00,-13.926899231817503,972992.1372204676,13.926899231817503,-13.926899231853895
2020-09-16 00:00:00-04:00,-32.417080037415836,972959.7201404301,32.417080037415836,-32.417080037412234
2020-09-17 00:00:00-04:00,-17.469511791650078,972942.2506286385,17.469511791650078,-17.469511791598052
2020-09-18 00:00:00-04:00,-22.24743522797846,972920.0031934106,22.24743522797846,-22.2474352279678
2020-09-21 00:00:00-04:00,-22.184055632693994,972897.8191377779,22.18405563281041,-22.184055632795207
2020-09-22 00:00:00-04:00,-21.0085499397293,972876.8105878382,21.008549939845715,-21.008549939841032
2020-09-23 00:00:00-04:00,-46.92760190534979,972829.8829859329,46.927601905466204,-46.92760190542322
2020-09-24 00:00:00-04:00,-10.00873176847556,972819.8742541644,10.008731768591975,-10.008731768582948
2020-09-25 00:00:00-04:00,-34.81607388034992,972785.0581802841,34.816073880466334,-34.81607388041448
2020-09-28 00:00:00-04:00,-12.900571744736821,972772.1576085393,12.900571744736821,-12.900571744772606
2020-09-29 00:00:00-04:00,-10.719263797534678,972761.4383447418,10.719263797651093,-10.7192637976259
2020-09-30 00:00:00-04:00,-11.015094525110328,972750.4232502168,11.015094525226743,-11.015094525180757
2020-10-01 00:00:00-04:00,-10.837442963522271,972739.5858072533,10.837442963755102,-10.837442963733338
2020-10-02 00:00:00-04:00,-37.92720144993498,972701.6586058033,37.92720145005139,-37.927201450103894
2020-10-05 00:00:00-04:00,-33.27829473387801,972668.3803110694,33.27829473399443,-33.27829473395832
2020-10-06 00:00:00-04:00,-22.38241525337658,972645.9978958161,22.382415253492994,-22.382415253436193
2020-10-07 00:00:00-04:00,-11.857691149396128,972634.1402046668,11.857691149396128,-11.857691149343736
2020-10-08 00:00:00-04:00,-10.296674788141996,972623.8435298786,10.296674788141996,-10.296674788114615
2020-10-09 00:00:00-04:00,-14.218635959661068,972609.624893919,14.218635959661068,-14.218635959667154
2020-10-12 00:00:00-04:00,-61.355878191851716,972548.2690157271,61.35587819196813,-61.35587819200009
2020-10-13 00:00:00-04:00,-8.003504976405967,972540.2655107507,8.003504976522382,-8.003504976513796
2020-10-14 00:00:00-04:00,-6.914272907353421,972533.3512378434,6.914272907586252,-6.914272907539271
2020-10-15 00:00:00-04:00,-7.63048800972342,972525.7207498336,7.630488009839835,-7.630488009890541
2020-10-16 00:00:00-04:00,-6.418258914605516,972519.302490919,6.418258914721931,-6.418258914723992
2020-10-19 00:00:00-04:00,-25.56254177998033,972493.7399491391,25.562541780096744,-25.56254178006202
2020-10-20 00:00:00-04:00,-12.62875778653489,972481.1111913525,12.62875778653489,-12.628757786587812
2020-10-21 00:00:00-04:00,-19.71621394083565,972461.3949774116,19.716213940952066,-19.71621394099202
2020-10-22 00:00:00-04:00,-6.64152425248202,972454.7534531591,6.641524252598435,-6.641524252598174
2020-10-23 00:00:00-04:00,-14.11499329134321,972440.6384598678,14.114993291459625,-14.114993291441351
2020-10-26 00:00:00-04:00,-29.396670333804273,972411.241789534,29.39667033392069,-29.396670333924703
2020-10-27 00:00:00-04:00,-16.044009673572106,972395.1977798605,16.04400967368852,-16.044009673641995
2020-10-28 00:00:00-04:00,-88.70615307361771,972306.4916267869,88.70615307361771,-88.70615307358094
2020-10-29 00:00:00-04:00,-43.68572325028391,972262.8059035366,43.68572325028391,-43.685723250266165
2020-10-30 00:00:00-04:00,-66.15316924404465,972196.6527342926,66.15316924404465,-66.15316924406216
2020-11-02 00:00:00-05:00,-2.6242494592935506,972194.0284848333,2.6242494592935506,-2.624249459244311
2020-11-03 00:00:00-05:00,-21.99199580925886,972172.0364890241,21.991995809375275,-21.991995809366927
2020-11-04 00:00:00-05:00,-108.59791490076455,972063.4385741233,108.59791490088097,-108.59791490086354
2020-11-05 00:00:00-05:00,-31.767345195418525,972031.6712289279,31.76734519553494,-31.767345195519738
2020-11-06 00:00:00-05:00,-8.226695868131706,972023.4445330597,8.226695868248122,-8.226695868303068
2020-11-09 00:00:00-05:00,-50.09089577242786,971973.3536372873,50.09089577254427,-50.09089577256236
2020-11-10 00:00:00-05:00,-40.49862233714006,971932.8550149502,40.49862233725648,-40.498622337239794
2020-11-11 00:00:00-05:00,-34.20928760825395,971898.6457273419,34.20928760825395,-34.20928760827519
2020-11-12 00:00:00-05:00,-2.6967087115032973,971895.9490186304,2.6967087116197126,-2.696708711562678
2020-11-13 00:00:00-05:00,-7.452170537312172,971888.4968480931,7.452170537312172,-7.452170537319034
2020-11-16 00:00:00-05:00,-6.552841444749663,971881.9440066484,6.552841444866078,-6.552841444849037
2020-11-17 00:00:00-05:00,-8.52826982502923,971873.4157368233,8.52826982502923,-8.528269825037569
2020-11-18 00:00:00-05:00,-8.67002968136734,971864.7457071419,8.67002968136734,-8.670029681408778
2020-11-19 00:00:00-05:00,-4.2830169270959635,971860.4626902149,4.2830169270959635,-4.283016927074641
2020-11-20 00:00:00-05:00,-14.21762414572209,971846.2450660692,14.21762414572209,-14.217624145676382
2020-11-23 00:00:00-05:00,-9.683101424151221,971836.561964645,9.683101424267637,-9.683101424248889
2020-11-24 00:00:00-05:00,-20.956531873413795,971815.6054327716,20.95653187353021,-20.956531873554923
2020-11-25 00:00:00-05:00,-6.639051082340232,971808.9663816893,6.639051082456647,-6.639051082427613
2020-11-27 00:00:00-05:00,-5.799029986667914,971803.1673517026,5.799029986784329,-5.7990299868397415
2020-11-30 00:00:00-05:00,-11.444444944245198,971791.7229067583,11.444444944245198,-11.444444944267161
2020-12-01 00:00:00-05:00,-24.115561172895426,971767.6073455854,24.115561172895426,-24.11556117294822
2020-12-02 00:00:00-05:00,-6.880890432734905,971760.7264551526,6.880890432618489,-6.880890432628803
2020-12-03 00:00:00-05:00,-7.248920831765556,971753.4775343209,7.248920831765556,-7.248920831712894
2020-12-04 00:00:00-05:00,-4.567998925705812,971748.9095353952,4.567998925822227,-4.567998925806023
2020-12-07 00:00:00-05:00,-7.902345181170438,971741.007190214,7.902345181170438,-7.9023451812099665
2020-12-08 00:00:00-05:00,-7.7581624277412224,971733.2490277863,7.7581624277412224,-7.758162427693605
2020-12-09 00:00:00-05:00,-24.41243472580154,971708.8365930605,24.41243472580154,-24.412434725789353
2020-12-10 00:00:00-05:00,-4.9349723113197905,971703.9016207492,4.9349723113197905,-4.934972311370075
2020-12-11 00:00:00-05:00,-6.957746007132541,971696.943874742,6.957746007248956,-6.957746007246897
2020-12-14 00:00:00-05:00,-9.187160631613903,971687.7567141104,9.187160631730318,-9.187160631758161
2020-12-15 00:00:00-05:00,-18.47777276609182,971669.2789413442,18.477772766208236,-18.477772766258568
2020-12-16 00:00:00-05:00,-7.406208733501764,971661.8727326108,7.406208733501764,-7.406208733445965
2020-12-17 00:00:00-05:00,-4.733493433210264,971657.1392391776,4.733493433210264,-4.733493433217518
2020-12-18 00:00:00-05:00,-6.9863480245144585,971650.152891153,6.9863480245144585,-6.986348024569452
2020-12-21 00:00:00-05:00,-9.886279822277505,971640.2666113307,9.88627982239392,-9.886279822443612
2020-12-22 00:00:00-05:00,-14.381292422761355,971625.8853189079,14.381292422761355,-14.381292422767729
2020-12-23 00:00:00-05:00,-9.138440416761608,971616.7468784911,9.138440416761608,-9.138440416776575
2020-12-24 00:00:00-05:00,-3.637581283492232,971613.1092972077,3.637581283608647,-3.637581283575855
2020-12-28 00:00:00-05:00,-27.460531675445772,971585.6487655322,27.460531675445772,-27.46053167548962
2020-12-29 00:00:00-05:00,-5.168819103574759,971580.4799464286,5.168819103691174,-5.168819103739224
2020-12-30 00:00:00-05:00,-12.27178774499733,971568.2081586836,12.271787745113745,-12.271787745063193
2020-12-31 00:00:00-05:00,-20505.035991811612,951063.172166872,20505.035991811495,-20505.035991811543
2021-01-04 00:00:00-05:00,-18.551146181460947,951044.6210206905,18.55114618134453,-18.551146181300282
2021-01-05 00:00:00-05:00,-70.31287236382352,950974.3081483267,70.31287236382352,-70.3128723638365
2021-01-06 00:00:00-05:00,-212.24848373151946,950762.0596645952,212.24848373151946,-212.2484837315278
2021-01-07 00:00:00-05:00,-84.73137852534795,950677.3282860698,84.73137852534795,-84.73137852537911
2021-01-08 00:00:00-05:00,-86.69133785751522,950590.6369482123,86.69133785751522,-86.69133785751183
2021-01-11 00:00:00-05:00,-144.0563441256857,950446.5806040866,144.0563441255693,-144.05634412553627
2021-01-12 00:00:00-05:00,-102.10166035681729,950344.4789437298,102.1016603569337,-102.1016603569733
2021-01-13 00:00:00-05:00,-12.540232643450391,950331.9387110863,12.540232643450391,-12.54023264348507
2021-01-14 00:00:00-05:00,-36.659578346892324,950295.2791327394,36.659578346892324,-36.65957834688015
2021-01-15 00:00:00-05:00,-309.25487722736,949986.024255512,309.25487722736,-309.2548772273585
2021-01-19 00:00:00-05:00,-115.07348147482698,949870.9507740373,115.07348147482698,-115.07348147477023
2021-01-20 00:00:00-05:00,-140.90310553459312,949730.0476685027,140.90310553482595,-140.90310553484596
2021-01-21 00:00:00-05:00,-74.45369283151219,949655.5939756711,74.45369283151219,-74.4536928315647
2021-01-22 00:00:00-05:00,-37.02405341791075,949618.5699222531,37.024053417794335,-37.0240534178447
2021-01-25 00:00:00-05:00,-69.0965000937426,949549.4734221594,69.0965000937426,-69.09650009369943
2021-01-26 00:00:00-05:00,-17.316719154694162,949532.1567030047,17.316719154810578,-17.316719154827297
2021-01-27 00:00:00-05:00,-168.53772167077568,949363.6189813339,168.53772167065927,-168.53772167069837
2021-01-28 00:00:00-05:00,-319.0531537364103,949044.5658275975,319.0531537362939,-319.053153736284
2021-01-29 00:00:00-05:00,-918.498950505827,948126.0668770917,918.4989505057106,-918.4989505057456
2021-02-01 00:00:00-05:00,-36.012094600954896,948090.0547824907,36.01209460107131,-36.01209460105747
